Member_number,Date,itemDescription,category
3292,13-09-2015,beef,Meat
2861,23-02-2015,whole milk,Dairy
1757,24-02-2015,pork,Meat
1509,30-12-2015,other vegetables,Vegetables
2364,11-05-2015,rolls/buns,Bakery
3084,26-10-2015,frankfurter,Meat
1850,17-02-2015,yogurt,Dairy
1949,17-03-2015,whole milk,Dairy
4740,02-10-2015,bottled water,Beverages
1072,23-10-2015,frankfurter,Meat
4196,09-07-2015,rolls/buns,Bakery
4814,13-09-2015,whole milk,Dairy
1514,28-02-2015,rolls/buns,Bakery
4584,25-10-2015,chicken,Meat
2751,03-02-2015,tropical fruit,Fruits
4155,24-09-2015,sausage,Meat
4670,11-10-2015,sausage,Meat
4566,27-07-2015,frankfurter,Meat
2371,30-08-2015,UHT-milk,Dairy
3442,14-11-2015,rolls/buns,Bakery
3090,27-09-2015,canned beer,Canned Goods
1457,09-01-2015,yogurt,Dairy
4952,08-04-2015,whipped/sour cream,Dairy
3165,11-01-2015,rolls/buns,Bakery
2608,19-09-2015,rolls/buns,Bakery
2040,07-10-2015,beverages,Beverages
1327,09-08-2015,rolls/buns,Bakery
3363,07-01-2015,rolls/buns,Bakery
1731,09-09-2015,bottled beer,Beverages
2760,02-08-2015,citrus fruit,Fruits
3120,14-01-2015,bottled water,Beverages
1332,30-04-2015,pastry,Bakery
4530,12-09-2015,domestic eggs,Household
3145,23-02-2015,beef,Meat
1099,13-08-2015,spread cheese,Dairy
3188,06-12-2015,tropical fruit,Fruits
3748,13-10-2015,packaged fruit/vegetables,Vegetables
4655,31-03-2015,whole milk,Dairy
1827,01-05-2015,meat,Meat
2485,17-02-2015,onions,Vegetables
4683,15-01-2015,frankfurter,Meat
4358,06-11-2015,beef,Meat
1931,09-10-2015,beef,Meat
2490,18-12-2015,sausage,Meat
4842,08-12-2015,chicken,Meat
4616,01-01-2015,canned beer,Canned Goods
2810,22-09-2015,sausage,Meat
2785,18-10-2015,tropical fruit,Fruits
3591,20-07-2015,frankfurter,Meat
3896,10-09-2015,sausage,Meat
3842,01-07-2015,beef,Meat
2648,10-07-2015,tropical fruit,Fruits
4688,02-10-2015,yogurt,Dairy
3511,26-08-2015,frankfurter,Meat
3084,04-09-2015,bottled beer,Beverages
3810,07-05-2015,grapes,Fruits
4348,26-02-2015,beverages,Beverages
3584,10-03-2015,curd,Meat
2620,11-06-2015,ice cream,Dairy
2716,18-01-2015,sausage,Meat
3797,10-08-2015,other vegetables,Vegetables
2976,02-06-2015,dessert,Bakery
2762,07-11-2015,decalcifier,Frozen
3752,25-04-2015,canned beer,Canned Goods
1659,30-11-2015,coffee,Beverages
4109,08-02-2015,berries,Fruits
1542,07-08-2015,pork,Meat
2068,07-06-2015,frankfurter,Meat
4509,14-06-2015,pork,Meat
4646,14-06-2015,frankfurter,Meat
2122,07-04-2015,frozen dessert,Frozen
2730,15-06-2015,chicken,Meat
1800,31-07-2015,vinegar,Condiments
1456,18-09-2015,rolls/buns,Bakery
1138,02-09-2015,whole milk,Dairy
4104,12-06-2015,pork,Meat
4985,28-02-2015,rolls/buns,Bakery
3181,13-12-2015,grapes,Fruits
3178,21-10-2015,frankfurter,Meat
1688,10-11-2015,finished products,Baby Products
1488,28-11-2015,onions,Vegetables
4975,08-05-2015,tropical fruit,Fruits
4697,09-01-2015,other vegetables,Vegetables
4742,11-01-2015,ham,Meat
2640,22-04-2015,other vegetables,Vegetables
2548,25-12-2015,curd,Meat
2825,29-12-2015,sausage,Meat
2592,04-07-2015,canned beer,Canned Goods
3622,28-12-2015,ham,Meat
4852,21-08-2015,packaged fruit/vegetables,Vegetables
1839,03-09-2015,meat,Meat
2413,04-04-2015,whole milk,Dairy
2982,14-06-2015,canned beer,Canned Goods
1981,31-10-2015,chicken,Meat
4440,21-09-2015,rolls/buns,Bakery
3497,24-11-2015,pet care,Pet Supplies
3668,18-12-2015,root vegetables,Vegetables
4460,28-05-2015,pastry,Bakery
1335,16-01-2015,frankfurter,Meat
4303,07-12-2015,chicken,Meat
3508,28-02-2015,frozen dessert,Frozen
1959,19-03-2015,citrus fruit,Fruits
3856,06-03-2015,sausage,Meat
3141,29-07-2015,root vegetables,Vegetables
4640,25-09-2015,root vegetables,Vegetables
4851,25-05-2015,bottled beer,Beverages
3306,22-09-2015,frankfurter,Meat
2193,08-04-2015,root vegetables,Vegetables
1156,13-09-2015,berries,Fruits
4596,08-04-2015,hamburger meat,Meat
1245,08-10-2015,tropical fruit,Fruits
1515,05-07-2015,frankfurter,Meat
2564,14-07-2015,frankfurter,Meat
4527,18-10-2015,soda,Beverages
2487,09-07-2015,ice cream,Dairy
3420,27-02-2015,beef,Meat
4442,28-11-2015,whole milk,Dairy
3164,30-04-2015,pork,Meat
3601,01-04-2015,whole milk,Dairy
3176,25-05-2015,bottled beer,Beverages
2568,22-07-2015,pork,Meat
1856,26-10-2015,root vegetables,Vegetables
3859,30-09-2015,canned beer,Canned Goods
1668,21-08-2015,citrus fruit,Fruits
4499,23-08-2015,pip fruit,Fruits
1753,21-08-2015,root vegetables,Vegetables
3829,25-06-2015,tropical fruit,Fruits
4825,08-01-2015,beef,Meat
3694,10-11-2015,chicken,Meat
4147,02-01-2015,citrus fruit,Fruits
2196,09-10-2015,meat,Meat
2229,22-05-2015,cream cheese ,Dairy
4724,03-09-2015,citrus fruit,Fruits
3066,11-10-2015,specialty bar,Bakery
1120,08-06-2015,meat,Meat
4769,22-08-2015,citrus fruit,Fruits
4711,17-09-2015,frankfurter,Meat
2391,22-06-2015,citrus fruit,Fruits
1216,04-03-2015,turkey,Meat
3154,14-05-2015,citrus fruit,Fruits
3911,30-07-2015,sausage,Meat
3111,15-10-2015,newspapers,Bakery
1385,26-11-2015,whole milk,Dairy
1158,21-03-2015,yogurt,Dairy
2733,22-07-2015,yogurt,Dairy
4999,26-12-2015,bottled water,Beverages
2882,12-06-2015,berries,Fruits
2590,25-06-2015,packaged fruit/vegetables,Vegetables
4249,04-08-2015,frankfurter,Meat
3012,03-05-2015,nuts/prunes,Fruits
1533,07-11-2015,citrus fruit,Fruits
1667,12-01-2015,beef,Meat
4323,13-05-2015,whole milk,Dairy
2087,22-02-2015,other vegetables,Vegetables
1853,31-05-2015,beef,Meat
2157,29-10-2015,fish,Seafood
1136,29-10-2015,other vegetables,Vegetables
2049,07-10-2015,tropical fruit,Fruits
3122,02-05-2015,coffee,Beverages
2245,15-05-2015,sausage,Meat
4746,18-10-2015,meat,Meat
4224,24-02-2015,chicken,Meat
4219,19-03-2015,berries,Fruits
2641,01-01-2015,frozen meals,Frozen
3173,25-07-2015,whipped/sour cream,Dairy
2191,19-10-2015,beef,Meat
4212,07-04-2015,chicken,Meat
1902,01-12-2015,chicken,Meat
1347,27-03-2015,beef,Meat
1578,23-06-2015,packaged fruit/vegetables,Vegetables
1264,23-11-2015,sugar,Snacks
4632,30-09-2015,frankfurter,Meat
3452,01-11-2015,berries,Fruits
4822,10-02-2015,bottled water,Beverages
3987,18-06-2015,sausage,Meat
1672,07-10-2015,whole milk,Dairy
4864,01-12-2015,ice cream,Dairy
3368,09-03-2015,frankfurter,Meat
1283,22-09-2015,root vegetables,Vegetables
4428,28-06-2015,sausage,Meat
2577,25-10-2015,sausage,Meat
1973,24-10-2015,beef,Meat
3284,23-01-2015,fruit/vegetable juice,Fruits
1905,19-05-2015,sugar,Snacks
2226,09-03-2015,berries,Fruits
1932,04-09-2015,yogurt,Dairy
4506,11-08-2015,pork,Meat
1843,27-11-2015,bottled beer,Beverages
3973,27-07-2015,curd,Meat
1651,28-07-2015,beef,Meat
3997,12-10-2015,pork,Meat
4796,25-08-2015,white bread,Bakery
1245,24-09-2015,grapes,Fruits
3579,17-08-2015,potato products,Baby Products
4387,10-02-2015,root vegetables,Vegetables
2496,29-06-2015,chicken,Meat
3590,28-03-2015,chicken,Meat
2890,26-04-2015,fish,Seafood
1401,27-01-2015,canned beer,Canned Goods
3297,21-05-2015,other vegetables,Vegetables
2867,23-12-2015,chicken,Meat
1365,20-05-2015,other vegetables,Vegetables
2355,24-07-2015,tropical fruit,Fruits
1170,19-03-2015,whole milk,Dairy
3554,21-03-2015,beef,Meat
4171,26-01-2015,sausage,Meat
3963,17-09-2015,whole milk,Dairy
3076,08-12-2015,rolls/buns,Bakery
1629,17-05-2015,citrus fruit,Fruits
1366,30-05-2015,whole milk,Dairy
3677,29-07-2015,pastry,Bakery
2844,21-05-2015,tropical fruit,Fruits
4509,28-09-2015,sliced cheese,Dairy
3245,11-05-2015,soda,Beverages
2294,22-06-2015,ham,Meat
1234,20-11-2015,salty snack,Snacks
3001,24-12-2015,whole milk,Dairy
3587,05-08-2015,root vegetables,Vegetables
2700,22-01-2015,soda,Beverages
3838,14-12-2015,curd,Meat
4045,22-12-2015,bottled water,Beverages
1858,25-04-2015,packaged fruit/vegetables,Vegetables
2280,11-01-2015,tropical fruit,Fruits
2454,06-04-2015,ham,Meat
4437,09-10-2015,pork,Meat
1685,30-03-2015,beverages,Beverages
2349,26-02-2015,sausage,Meat
1463,24-12-2015,sausage,Meat
3470,19-02-2015,root vegetables,Vegetables
4914,29-11-2015,whole milk,Dairy
2448,31-08-2015,frankfurter,Meat
3387,10-05-2015,soda,Beverages
3167,04-11-2015,soda,Beverages
3175,17-03-2015,frankfurter,Meat
2678,21-09-2015,berries,Fruits
4627,18-12-2015,canned beer,Canned Goods
1773,17-10-2015,frankfurter,Meat
3100,23-05-2015,frankfurter,Meat
3232,29-05-2015,berries,Fruits
3673,12-08-2015,frankfurter,Meat
4068,19-11-2015,newspapers,Bakery
2340,07-10-2015,frozen fish,Frozen
1930,01-03-2015,tropical fruit,Fruits
3526,02-06-2015,beef,Meat
1617,10-02-2015,rolls/buns,Bakery
1028,11-07-2015,specialty chocolate,Dairy
4440,01-12-2015,sparkling wine,Beverages
3554,23-07-2015,citrus fruit,Fruits
1632,15-12-2015,onions,Vegetables
1429,07-02-2015,whole milk,Dairy
1225,20-05-2015,photo/film,Baby Products
2509,15-07-2015,hamburger meat,Meat
4945,02-08-2015,other vegetables,Vegetables
4342,18-03-2015,whole milk,Dairy
1832,28-09-2015,pork,Meat
1518,21-06-2015,tropical fruit,Fruits
1512,20-09-2015,chicken,Meat
4818,20-03-2015,other vegetables,Vegetables
4686,19-08-2015,sausage,Meat
4986,01-02-2015,whole milk,Dairy
2755,06-02-2015,rolls/buns,Bakery
4532,29-11-2015,hygiene articles,Personal Care
2070,16-08-2015,ice cream,Dairy
1894,09-05-2015,curd,Meat
3473,25-01-2015,whole milk,Dairy
2140,28-09-2015,onions,Vegetables
3286,23-12-2015,finished products,Baby Products
4729,08-04-2015,salt,Seafood
3204,20-02-2015,tropical fruit,Fruits
1574,18-04-2015,other vegetables,Vegetables
3361,22-07-2015,chocolate,Dairy
1776,25-02-2015,ice cream,Dairy
2009,11-10-2015,tropical fruit,Fruits
3479,24-03-2015,frankfurter,Meat
2394,22-11-2015,butter,Dairy
1337,25-12-2015,other vegetables,Vegetables
3574,13-06-2015,tropical fruit,Fruits
1727,18-07-2015,citrus fruit,Fruits
1016,05-10-2015,UHT-milk,Dairy
4326,21-01-2015,beef,Meat
2212,22-09-2015,curd,Meat
1990,01-08-2015,citrus fruit,Fruits
3836,06-12-2015,yogurt,Dairy
4560,01-07-2015,bottled beer,Beverages
1119,04-02-2015,grapes,Fruits
1379,18-05-2015,pork,Meat
1658,03-09-2015,sausage,Meat
2948,16-06-2015,frankfurter,Meat
1273,04-05-2015,artif. sweetener,Dairy
1155,27-12-2015,frankfurter,Meat
1672,05-02-2015,pip fruit,Fruits
3841,02-04-2015,frankfurter,Meat
1683,20-08-2015,whole milk,Dairy
1774,07-08-2015,domestic eggs,Household
4441,17-06-2015,packaged fruit/vegetables,Vegetables
1929,02-05-2015,chicken,Meat
1273,31-01-2015,pork,Meat
2920,11-10-2015,citrus fruit,Fruits
2467,18-04-2015,light bulbs,Vegetables
2678,28-11-2015,cream cheese ,Dairy
3423,02-06-2015,sausage,Meat
4223,19-07-2015,citrus fruit,Fruits
2846,23-09-2015,other vegetables,Vegetables
4103,26-07-2015,chicken,Meat
4789,02-05-2015,ice cream,Dairy
4916,26-02-2015,pork,Meat
2518,03-05-2015,pork,Meat
2622,07-03-2015,onions,Vegetables
4321,29-01-2015,tropical fruit,Fruits
2050,28-06-2015,whipped/sour cream,Dairy
2146,20-06-2015,berries,Fruits
3938,26-05-2015,berries,Fruits
1636,19-09-2015,rolls/buns,Bakery
4694,29-07-2015,ice cream,Dairy
2432,07-07-2015,coffee,Beverages
4937,18-05-2015,whole milk,Dairy
1293,01-03-2015,whole milk,Dairy
2883,17-02-2015,citrus fruit,Fruits
2267,30-01-2015,beef,Meat
3997,09-06-2015,pork,Meat
4792,20-07-2015,turkey,Meat
2292,25-03-2015,margarine,Meat
1018,23-05-2015,butter milk,Dairy
4922,13-02-2015,beef,Meat
3151,25-09-2015,bottled water,Beverages
2517,04-07-2015,pip fruit,Fruits
1499,17-05-2015,whole milk,Dairy
4993,21-01-2015,chocolate,Dairy
1606,11-11-2015,frankfurter,Meat
2918,10-08-2015,whole milk,Dairy
1815,13-01-2015,sausage,Meat
4524,05-07-2015,grapes,Fruits
1395,11-06-2015,brown bread,Bakery
3456,16-06-2015,root vegetables,Vegetables
1597,05-02-2015,UHT-milk,Dairy
2315,02-05-2015,onions,Vegetables
4095,29-09-2015,beef,Meat
3680,24-11-2015,pork,Meat
2847,23-11-2015,canned beer,Canned Goods
3426,25-10-2015,yogurt,Dairy
4750,04-08-2015,yogurt,Dairy
1384,09-08-2015,pip fruit,Fruits
3120,09-08-2015,meat,Meat
1081,25-04-2015,coffee,Beverages
1171,05-05-2015,bottled water,Beverages
4932,08-07-2015,bottled beer,Beverages
4189,11-09-2015,sausage,Meat
4455,09-09-2015,shopping bags,Dry Goods
2928,11-02-2015,pork,Meat
4817,18-03-2015,frankfurter,Meat
4257,28-06-2015,ice cream,Dairy
4254,20-07-2015,root vegetables,Vegetables
4071,19-09-2015,sausage,Meat
2109,28-10-2015,sausage,Meat
1412,05-07-2015,root vegetables,Vegetables
4088,23-09-2015,canned vegetables,Vegetables
4056,20-10-2015,tropical fruit,Fruits
4441,05-05-2015,grapes,Fruits
4363,01-07-2015,whole milk,Dairy
2107,27-11-2015,frankfurter,Meat
2941,23-02-2015,dessert,Bakery
1497,26-07-2015,shopping bags,Dry Goods
2211,01-01-2015,butter,Dairy
3510,02-01-2015,frankfurter,Meat
4074,27-05-2015,pork,Meat
3190,21-11-2015,whole milk,Dairy
2297,01-03-2015,brown bread,Bakery
3311,01-07-2015,frozen fish,Frozen
3085,21-01-2015,soda,Beverages
3693,16-11-2015,whole milk,Dairy
4859,07-07-2015,pork,Meat
2125,25-06-2015,whipped/sour cream,Dairy
2261,04-04-2015,frankfurter,Meat
3679,27-11-2015,grapes,Fruits
4165,18-08-2015,sausage,Meat
3538,01-03-2015,citrus fruit,Fruits
3913,19-02-2015,ham,Meat
2336,14-04-2015,chewing gum,Snacks
3549,01-08-2015,beef,Meat
4434,21-09-2015,beef,Meat
2854,08-02-2015,other vegetables,Vegetables
3413,08-02-2015,frankfurter,Meat
1780,13-10-2015,canned fish,Canned Goods
2899,06-09-2015,sausage,Meat
2106,13-08-2015,bottled water,Beverages
3929,30-07-2015,specialty cheese,Dairy
3857,01-10-2015,bottled water,Beverages
4459,18-12-2015,bottled water,Beverages
4551,28-07-2015,chicken,Meat
4042,17-12-2015,frankfurter,Meat
2599,06-05-2015,chicken,Meat
1045,25-11-2015,chicken,Meat
4677,24-01-2015,butter,Dairy
1580,14-06-2015,citrus fruit,Fruits
3269,07-10-2015,whipped/sour cream,Dairy
4368,29-01-2015,frankfurter,Meat
1111,20-11-2015,beef,Meat
4841,13-09-2015,chicken,Meat
3047,07-09-2015,sausage,Meat
4349,14-03-2015,citrus fruit,Fruits
3580,24-11-2015,ice cream,Dairy
2370,18-07-2015,specialty chocolate,Dairy
3094,28-06-2015,frankfurter,Meat
1146,12-09-2015,pork,Meat
2287,16-12-2015,UHT-milk,Dairy
3911,23-08-2015,UHT-milk,Dairy
4891,19-04-2015,cookware,Spices & Seasonings
4837,02-12-2015,citrus fruit,Fruits
4464,21-10-2015,sausage,Meat
2940,18-10-2015,frankfurter,Meat
4972,06-02-2015,citrus fruit,Fruits
4890,03-07-2015,ham,Meat
4295,17-07-2015,ham,Meat
2729,24-09-2015,bottled water,Beverages
1125,19-11-2015,popcorn,Snacks
1850,11-01-2015,tropical fruit,Fruits
2928,22-09-2015,frankfurter,Meat
3717,30-05-2015,hamburger meat,Meat
3809,24-03-2015,soda,Beverages
3437,02-02-2015,sausage,Meat
1481,17-01-2015,yogurt,Dairy
1050,04-05-2015,meat,Meat
2918,16-03-2015,red/blush wine,Beverages
4499,08-08-2015,UHT-milk,Dairy
4117,06-01-2015,brown bread,Bakery
1630,22-05-2015,semi-finished bread,Bakery
3715,11-05-2015,whole milk,Dairy
3512,17-11-2015,cat food,Snacks
1197,27-04-2015,citrus fruit,Fruits
3958,04-03-2015,citrus fruit,Fruits
4890,14-09-2015,meat,Meat
3112,19-05-2015,rolls/buns,Bakery
4502,22-11-2015,root vegetables,Vegetables
4719,01-06-2015,tropical fruit,Fruits
1516,28-01-2015,brown bread,Bakery
4281,18-10-2015,shopping bags,Dry Goods
1566,30-04-2015,grapes,Fruits
4641,29-11-2015,ham,Meat
2561,26-02-2015,root vegetables,Vegetables
2344,17-12-2015,ice cream,Dairy
2643,21-04-2015,tropical fruit,Fruits
3236,09-04-2015,finished products,Baby Products
4863,30-12-2015,dessert,Bakery
2264,12-01-2015,sparkling wine,Beverages
3168,20-03-2015,other vegetables,Vegetables
1282,18-11-2015,misc. beverages,Beverages
2832,02-11-2015,other vegetables,Vegetables
3067,27-11-2015,misc. beverages,Beverages
1847,17-04-2015,dessert,Bakery
3525,14-02-2015,frankfurter,Meat
1231,14-10-2015,sausage,Meat
3471,28-03-2015,meat,Meat
2421,22-11-2015,sausage,Meat
4092,14-06-2015,onions,Vegetables
1577,16-03-2015,beef,Meat
3463,13-06-2015,pip fruit,Fruits
3518,01-08-2015,ham,Meat
4325,14-10-2015,yogurt,Dairy
4947,18-11-2015,citrus fruit,Fruits
2194,11-01-2015,other vegetables,Vegetables
2868,20-03-2015,pork,Meat
3211,30-09-2015,bathroom cleaner,Cleaning Supplies
4537,01-01-2015,ham,Meat
2243,15-09-2015,grapes,Fruits
2399,21-01-2015,pastry,Bakery
4133,22-01-2015,citrus fruit,Fruits
2937,17-06-2015,photo/film,Baby Products
1029,14-03-2015,dessert,Bakery
4384,22-09-2015,citrus fruit,Fruits
3756,22-07-2015,soda,Beverages
1646,19-06-2015,chewing gum,Snacks
3066,30-11-2015,root vegetables,Vegetables
1259,27-11-2015,pork,Meat
2245,28-01-2015,turkey,Meat
3289,01-03-2015,tropical fruit,Fruits
3742,22-08-2015,sausage,Meat
4537,09-04-2015,sausage,Meat
4531,29-09-2015,pork,Meat
3764,05-10-2015,sausage,Meat
1581,13-08-2015,grapes,Fruits
2859,11-02-2015,grapes,Fruits
2175,06-03-2015,other vegetables,Vegetables
1301,03-11-2015,pot plants,Vegetables
3465,01-11-2015,bottled water,Beverages
2203,27-06-2015,prosecco,Vegetables
2113,16-08-2015,UHT-milk,Dairy
3072,26-01-2015,bottled water,Beverages
2805,17-08-2015,rolls/buns,Bakery
2511,14-07-2015,specialty chocolate,Dairy
2120,26-01-2015,beef,Meat
2346,24-04-2015,tropical fruit,Fruits
2071,14-10-2015,beef,Meat
2610,26-02-2015,rolls/buns,Bakery
3489,18-11-2015,berries,Fruits
3458,13-08-2015,sausage,Meat
4869,06-02-2015,chicken,Meat
2580,11-04-2015,sausage,Meat
3305,24-06-2015,shopping bags,Dry Goods
3811,24-06-2015,canned beer,Canned Goods
1782,16-08-2015,soda,Beverages
3050,07-04-2015,yogurt,Dairy
4924,14-09-2015,rolls/buns,Bakery
1480,21-11-2015,rolls/buns,Bakery
3508,15-08-2015,whole milk,Dairy
2545,18-11-2015,citrus fruit,Fruits
3638,06-06-2015,citrus fruit,Fruits
3971,30-12-2015,brown bread,Bakery
4536,06-04-2015,tropical fruit,Fruits
2707,12-06-2015,frankfurter,Meat
1382,29-09-2015,coffee,Beverages
4648,14-09-2015,ham,Meat
2699,18-04-2015,other vegetables,Vegetables
3119,05-02-2015,sausage,Meat
4695,09-09-2015,pork,Meat
4778,24-08-2015,citrus fruit,Fruits
3451,26-04-2015,tropical fruit,Fruits
2221,16-12-2015,other vegetables,Vegetables
4217,23-11-2015,pork,Meat
1334,07-06-2015,chicken,Meat
2499,22-11-2015,root vegetables,Vegetables
3585,21-07-2015,citrus fruit,Fruits
3161,08-11-2015,fruit/vegetable juice,Fruits
2434,06-06-2015,beef,Meat
4448,06-01-2015,frankfurter,Meat
4597,13-07-2015,frankfurter,Meat
4584,09-10-2015,beef,Meat
1606,10-03-2015,ham,Meat
3323,12-11-2015,shopping bags,Dry Goods
1308,14-03-2015,pork,Meat
1331,07-10-2015,condensed milk,Dairy
2386,30-01-2015,chicken,Meat
3910,28-02-2015,sausage,Meat
4274,01-08-2015,bottled beer,Beverages
3101,21-01-2015,chicken,Meat
4416,23-12-2015,finished products,Baby Products
2375,09-12-2015,pork,Meat
1819,09-09-2015,root vegetables,Vegetables
3981,02-10-2015,domestic eggs,Household
3553,01-06-2015,domestic eggs,Household
3846,28-01-2015,bottled water,Beverages
3037,23-02-2015,cling film/bags,Cleaning Supplies
3469,09-02-2015,other vegetables,Vegetables
1601,09-12-2015,whole milk,Dairy
4040,03-03-2015,sausage,Meat
3926,07-06-2015,sausage,Meat
4201,14-10-2015,tropical fruit,Fruits
4274,30-09-2015,frankfurter,Meat
2665,13-04-2015,frozen potato products,Frozen
3153,08-10-2015,frankfurter,Meat
2691,07-09-2015,frankfurter,Meat
4022,31-07-2015,chicken,Meat
3716,10-11-2015,tropical fruit,Fruits
4537,12-10-2015,bottled beer,Beverages
4875,11-06-2015,citrus fruit,Fruits
3822,25-09-2015,hamburger meat,Meat
3609,12-12-2015,chicken,Meat
4428,23-08-2015,pork,Meat
3947,16-04-2015,rolls/buns,Bakery
2448,17-08-2015,bottled water,Beverages
2688,11-04-2015,sausage,Meat
3764,24-07-2015,frozen potato products,Frozen
4523,24-08-2015,frankfurter,Meat
3698,30-08-2015,sausage,Meat
3898,21-08-2015,tropical fruit,Fruits
1761,02-10-2015,bottled beer,Beverages
2689,11-01-2015,bottled beer,Beverages
1627,11-04-2015,rolls/buns,Bakery
4629,16-11-2015,citrus fruit,Fruits
2790,30-12-2015,yogurt,Dairy
4496,23-01-2015,turkey,Meat
1934,27-02-2015,soda,Beverages
2513,12-02-2015,canned beer,Canned Goods
3298,28-01-2015,canned beer,Canned Goods
4214,20-03-2015,sausage,Meat
2480,14-08-2015,pork,Meat
4962,29-03-2015,Instant food products,Baby Products
3960,20-06-2015,frankfurter,Meat
2074,23-01-2015,oil,Condiments
2625,03-10-2015,chicken,Meat
1557,04-08-2015,beef,Meat
2007,28-08-2015,dessert,Bakery
2120,07-10-2015,pork,Meat
4289,08-09-2015,curd,Meat
2356,31-01-2015,chicken,Meat
4301,30-09-2015,whipped/sour cream,Dairy
2950,07-02-2015,frankfurter,Meat
2263,02-07-2015,frankfurter,Meat
3186,25-11-2015,liver loaf,Bakery
2655,01-07-2015,pork,Meat
1491,18-06-2015,frankfurter,Meat
2069,10-02-2015,pork,Meat
3012,20-09-2015,pork,Meat
2681,24-02-2015,soda,Beverages
4144,06-11-2015,root vegetables,Vegetables
3919,07-10-2015,whipped/sour cream,Dairy
2777,01-06-2015,chocolate,Dairy
4119,09-05-2015,whole milk,Dairy
3597,23-06-2015,pork,Meat
2110,15-05-2015,coffee,Beverages
3523,19-04-2015,rolls/buns,Bakery
3364,14-09-2015,citrus fruit,Fruits
3759,08-09-2015,citrus fruit,Fruits
4014,15-11-2015,soda,Beverages
3140,27-08-2015,cream cheese ,Dairy
2787,24-06-2015,soda,Beverages
2525,16-11-2015,chicken,Meat
2555,05-12-2015,frozen fish,Frozen
2419,07-04-2015,sausage,Meat
4257,21-08-2015,beef,Meat
4267,16-06-2015,ham,Meat
2364,08-09-2015,chicken,Meat
4008,04-05-2015,herbs,Vegetables
1231,28-06-2015,grapes,Fruits
1651,06-05-2015,tropical fruit,Fruits
1371,11-05-2015,frankfurter,Meat
2501,09-09-2015,onions,Vegetables
1467,02-05-2015,sausage,Meat
1015,04-05-2015,citrus fruit,Fruits
4697,10-02-2015,hamburger meat,Meat
2727,30-09-2015,frankfurter,Meat
3592,10-06-2015,sausage,Meat
1279,19-07-2015,root vegetables,Vegetables
1708,02-04-2015,oil,Condiments
